id,label
TEST_01710,Indian Roller
TEST_01711,Sarus Crane
TEST_01712,Common Rosefinch
TEST_01713,Indian Peacock
TEST_01714,Ruddy Shelduck
TEST_01715,Sarus Crane
TEST_01716,Red-Wattled Lapwing
TEST_01717,White-Breasted Waterhen
TEST_01718,Rufous Treepie
TEST_01719,Indian Roller
TEST_01720,Common Rosefinch
TEST_01721,Jungle Babbler
TEST_01722,Northern Lapwing
TEST_01723,Rufous Treepie
TEST_01724,Ruddy Shelduck
TEST_01725,Sarus Crane
TEST_01726,Indian Peacock
TEST_01727,Northern Lapwing
TEST_01728,Forest Wagtail
TEST_01729,Northern Lapwing
TEST_01730,White-Breasted Kingfisher
TEST_01731,Coppersmith Barbet
TEST_01732,Forest Wagtail
TEST_01733,White Wagtail
TEST_01734,Jungle Babbler
TEST_01735,Common Rosefinch
TEST_01736,Common Rosefinch
TEST_01737,Cattle Egret
TEST_01738,Sarus Crane
TEST_01739,Sarus Crane
TEST_01740,Indian Grey Hornbill
TEST_01741,House Crow
TEST_01742,House Crow
TEST_01743,Ruddy Shelduck
TEST_01744,Hoopoe
TEST_01745,Sarus Crane
TEST_01746,Common Rosefinch
TEST_01747,Gray Wagtail
TEST_01748,Indian Peacock
TEST_01749,Ruddy Shelduck
TEST_01750,Indian Grey Hornbill
TEST_01751,Hoopoe
TEST_01752,Common Kingfisher
TEST_01753,Indian Peacock
TEST_01754,Common Myna
TEST_01755,Common Myna
TEST_01756,White-Breasted Waterhen
TEST_01757,Northern Lapwing
TEST_01758,Indian Roller
TEST_01759,Indian Peacock
TEST_01760,Sarus Crane
TEST_01761,Common Rosefinch
TEST_01762,White-Breasted Waterhen
TEST_01763,Gray Wagtail
TEST_01764,White Wagtail
TEST_01765,White-Breasted Waterhen
TEST_01766,Coppersmith Barbet
TEST_01767,Coppersmith Barbet
TEST_01768,Indian Grey Hornbill
TEST_01769,Coppersmith Barbet
TEST_01770,Jungle Babbler
TEST_01771,Forest Wagtail
TEST_01772,Indian Peacock
TEST_01773,Red-Wattled Lapwing
TEST_01774,White Wagtail
TEST_01775,Cattle Egret
TEST_01776,Red-Wattled Lapwing
TEST_01777,White-Breasted Waterhen
TEST_01778,Sarus Crane
TEST_01779,Indian Grey Hornbill
TEST_01780,Brown-Headed Barbet
TEST_01781,Sarus Crane
TEST_01782,White-Breasted Kingfisher
TEST_01783,Forest Wagtail
TEST_01784,Common Kingfisher
TEST_01785,Hoopoe
TEST_01786,Rufous Treepie
TEST_01787,Rufous Treepie
TEST_01788,Indian Grey Hornbill
TEST_01789,Indian Pitta
TEST_01790,Indian Roller
TEST_01791,Asian Green Bee-Eater
TEST_01792,Brown-Headed Barbet
TEST_01793,Coppersmith Barbet
TEST_01794,Indian Grey Hornbill
TEST_01795,Northern Lapwing
TEST_01796,Common Myna
TEST_01797,Common Rosefinch
TEST_01798,Asian Green Bee-Eater
TEST_01799,Gray Wagtail
TEST_01800,Hoopoe
TEST_01801,Indian Grey Hornbill
TEST_01802,White-Breasted Waterhen
TEST_01803,Brown-Headed Barbet
TEST_01804,Sarus Crane
TEST_01805,Jungle Babbler
TEST_01806,Common Tailorbird
TEST_01807,Common Rosefinch
TEST_01808,Indian Peacock
TEST_01809,Jungle Babbler
TEST_01810,Indian Pitta
TEST_01811,Indian Roller
TEST_01812,Common Tailorbird
TEST_01813,Forest Wagtail
TEST_01814,Common Rosefinch
TEST_01815,Common Rosefinch
TEST_01816,Indian Roller
TEST_01817,Indian Pitta
TEST_01818,Common Tailorbird
TEST_01819,Sarus Crane
TEST_01820,Indian Roller
TEST_01821,Common Kingfisher
TEST_01822,Gray Wagtail
TEST_01823,White-Breasted Waterhen
TEST_01824,Common Kingfisher
TEST_01825,Forest Wagtail
TEST_01826,Common Myna
TEST_01827,Common Myna
TEST_01828,White-Breasted Waterhen
TEST_01829,Common Rosefinch
TEST_01830,Jungle Babbler
TEST_01831,Jungle Babbler
TEST_01832,Indian Roller
TEST_01833,Common Tailorbird
TEST_01834,Indian Grey Hornbill
TEST_01835,Cattle Egret
TEST_01836,Cattle Egret
TEST_01837,Jungle Babbler
TEST_01838,Sarus Crane
TEST_01839,Common Kingfisher
TEST_01840,Rufous Treepie
TEST_01841,Indian Peacock
TEST_01842,Forest Wagtail
TEST_01843,Indian Grey Hornbill
TEST_01844,Common Tailorbird
TEST_01845,Northern Lapwing
TEST_01846,Gray Wagtail
TEST_01847,Red-Wattled Lapwing
TEST_01848,Common Myna
TEST_01849,Hoopoe
TEST_01850,Indian Roller
TEST_01851,Rufous Treepie
TEST_01852,Red-Wattled Lapwing
TEST_01853,White Wagtail
TEST_01854,Indian Peacock
TEST_01855,Brown-Headed Barbet
TEST_01856,Cattle Egret
TEST_01857,Red-Wattled Lapwing
TEST_01858,Coppersmith Barbet
TEST_01859,Sarus Crane
TEST_01860,Sarus Crane
TEST_01861,Ruddy Shelduck
TEST_01862,Gray Wagtail
TEST_01863,Common Kingfisher
TEST_01864,Common Tailorbird
TEST_01865,Sarus Crane
TEST_01866,White-Breasted Waterhen
TEST_01867,Indian Roller
TEST_01868,Common Tailorbird
TEST_01869,Indian Grey Hornbill
TEST_01870,Indian Pitta
TEST_01871,White-Breasted Waterhen
TEST_01872,Common Kingfisher
TEST_01873,Indian Peacock
TEST_01874,Common Tailorbird
TEST_01875,Hoopoe
TEST_01876,Indian Pitta
TEST_01877,White-Breasted Kingfisher
TEST_01878,Coppersmith Barbet
TEST_01879,Northern Lapwing
TEST_01880,Indian Grey Hornbill
TEST_01881,White Wagtail
TEST_01882,Red-Wattled Lapwing
TEST_01883,Brown-Headed Barbet
TEST_01884,House Crow
TEST_01885,Forest Wagtail
TEST_01886,Common Tailorbird
TEST_01887,Jungle Babbler
TEST_01888,Red-Wattled Lapwing
TEST_01889,Cattle Egret
TEST_01890,Coppersmith Barbet
TEST_01891,White Wagtail
TEST_01892,Indian Grey Hornbill
TEST_01893,Forest Wagtail
TEST_01894,Northern Lapwing
TEST_01895,Forest Wagtail
TEST_01896,Indian Grey Hornbill
TEST_01897,Ruddy Shelduck
TEST_01898,Asian Green Bee-Eater
TEST_01899,House Crow
TEST_01900,Common Rosefinch
TEST_01901,Hoopoe
TEST_01902,Common Rosefinch
TEST_01903,House Crow
TEST_01904,Coppersmith Barbet
TEST_01905,White Wagtail
TEST_01906,Hoopoe
TEST_01907,House Crow
TEST_01908,Indian Roller
TEST_01909,Asian Green Bee-Eater
TEST_01910,Asian Green Bee-Eater
TEST_01911,Northern Lapwing
TEST_01912,White-Breasted Kingfisher
TEST_01913,Sarus Crane
TEST_01914,Coppersmith Barbet
TEST_01915,Common Rosefinch
TEST_01916,Jungle Babbler
TEST_01917,Ruddy Shelduck
TEST_01918,Common Kingfisher
TEST_01919,Indian Grey Hornbill
TEST_01920,White Wagtail
TEST_01921,Ruddy Shelduck
TEST_01922,Northern Lapwing
TEST_01923,Jungle Babbler
TEST_01924,White-Breasted Kingfisher
TEST_01925,Indian Peacock
TEST_01926,Common Kingfisher
TEST_01927,Asian Green Bee-Eater
TEST_01928,Sarus Crane
TEST_01929,Ruddy Shelduck
TEST_01930,Red-Wattled Lapwing
TEST_01931,White-Breasted Waterhen
TEST_01932,Asian Green Bee-Eater
TEST_01933,Indian Peacock
TEST_01934,Indian Roller
TEST_01935,Gray Wagtail
TEST_01936,Coppersmith Barbet
TEST_01937,Indian Peacock
TEST_01938,Common Kingfisher
TEST_01939,Sarus Crane
TEST_01940,Common Tailorbird
TEST_01941,Gray Wagtail
TEST_01942,Sarus Crane
TEST_01943,Indian Roller
TEST_01944,White-Breasted Kingfisher
TEST_01945,Northern Lapwing
TEST_01946,Red-Wattled Lapwing
TEST_01947,Hoopoe
TEST_01948,Rufous Treepie
TEST_01949,Cattle Egret
TEST_01950,Coppersmith Barbet
TEST_01951,Ruddy Shelduck
TEST_01952,Indian Grey Hornbill
TEST_01953,White Wagtail
TEST_01954,Indian Roller
TEST_01955,Asian Green Bee-Eater
TEST_01956,Hoopoe
TEST_01957,Northern Lapwing
TEST_01958,Brown-Headed Barbet
TEST_01959,Jungle Babbler
TEST_01960,Jungle Babbler
TEST_01961,Jungle Babbler
TEST_01962,Red-Wattled Lapwing
TEST_01963,Forest Wagtail
TEST_01964,Common Tailorbird
TEST_01965,Jungle Babbler
TEST_01966,Gray Wagtail
TEST_01967,Jungle Babbler
TEST_01968,Sarus Crane
TEST_01969,Forest Wagtail
TEST_01970,House Crow
TEST_01971,Common Rosefinch
TEST_01972,Forest Wagtail
TEST_01973,Asian Green Bee-Eater
TEST_01974,House Crow
TEST_01975,Sarus Crane
TEST_01976,White-Breasted Waterhen
TEST_01977,Asian Green Bee-Eater
TEST_01978,Sarus Crane
TEST_01979,Northern Lapwing
TEST_01980,Northern Lapwing
TEST_01981,Jungle Babbler
TEST_01982,Rufous Treepie
TEST_01983,White Wagtail
TEST_01984,Jungle Babbler
TEST_01985,Sarus Crane
TEST_01986,Jungle Babbler
TEST_01987,Indian Peacock
TEST_01988,Brown-Headed Barbet
TEST_01989,Asian Green Bee-Eater
TEST_01990,Brown-Headed Barbet
TEST_01991,Brown-Headed Barbet
TEST_01992,White-Breasted Kingfisher
TEST_01993,Rufous Treepie
TEST_01994,Brown-Headed Barbet
TEST_01995,Red-Wattled Lapwing
TEST_01996,Indian Roller
TEST_01997,Indian Grey Hornbill
TEST_01998,Ruddy Shelduck
TEST_01999,Red-Wattled Lapwing
TEST_02000,Common Tailorbird
TEST_02001,Brown-Headed Barbet
TEST_02002,Common Tailorbird
TEST_02003,Gray Wagtail
TEST_02004,Ruddy Shelduck
TEST_02005,Common Rosefinch
TEST_02006,Northern Lapwing
TEST_02007,Northern Lapwing
TEST_02008,Ruddy Shelduck
TEST_02009,Jungle Babbler
TEST_02010,Common Myna
TEST_02011,White Wagtail
TEST_02012,Forest Wagtail
TEST_02013,Coppersmith Barbet
TEST_02014,Jungle Babbler
TEST_02015,Indian Grey Hornbill
TEST_02016,Common Rosefinch
TEST_02017,Brown-Headed Barbet
TEST_02018,Common Kingfisher
TEST_02019,Common Kingfisher
TEST_02020,House Crow
TEST_02021,Common Myna
TEST_02022,Common Kingfisher
TEST_02023,White Wagtail
TEST_02024,White-Breasted Kingfisher
TEST_02025,White Wagtail
TEST_02026,Jungle Babbler
TEST_02027,House Crow
TEST_02028,Ruddy Shelduck
TEST_02029,Indian Grey Hornbill
TEST_02030,Northern Lapwing
TEST_02031,Common Tailorbird
TEST_02032,Coppersmith Barbet
TEST_02033,Gray Wagtail
TEST_02034,Asian Green Bee-Eater
TEST_02035,White-Breasted Kingfisher
TEST_02036,White-Breasted Kingfisher
TEST_02037,White-Breasted Waterhen
TEST_02038,Indian Grey Hornbill
TEST_02039,Hoopoe
TEST_02040,White-Breasted Kingfisher
TEST_02041,Hoopoe
TEST_02042,White Wagtail
TEST_02043,Indian Roller
TEST_02044,House Crow
TEST_02045,Common Myna
TEST_02046,Common Rosefinch
TEST_02047,Common Rosefinch
TEST_02048,Common Rosefinch
TEST_02049,Indian Roller
TEST_02050,Common Tailorbird
TEST_02051,Hoopoe
TEST_02052,Indian Pitta
TEST_02053,Indian Peacock
TEST_02054,Forest Wagtail
TEST_02055,Red-Wattled Lapwing
TEST_02056,Common Tailorbird
TEST_02057,Gray Wagtail
TEST_02058,Coppersmith Barbet
TEST_02059,Common Myna
TEST_02060,Hoopoe
TEST_02061,White Wagtail
TEST_02062,Indian Peacock
TEST_02063,Sarus Crane
TEST_02064,Indian Pitta
TEST_02065,White-Breasted Kingfisher
TEST_02066,Hoopoe
TEST_02067,Northern Lapwing
TEST_02068,Brown-Headed Barbet
TEST_02069,Coppersmith Barbet
TEST_02070,Common Kingfisher
TEST_02071,Ruddy Shelduck
TEST_02072,Common Tailorbird
TEST_02073,Common Myna
TEST_02074,House Crow
TEST_02075,Common Tailorbird
TEST_02076,Rufous Treepie
TEST_02077,Gray Wagtail
TEST_02078,Jungle Babbler
TEST_02079,White-Breasted Kingfisher
TEST_02080,Gray Wagtail
TEST_02081,Common Kingfisher
TEST_02082,White-Breasted Waterhen
TEST_02083,Common Tailorbird
TEST_02084,Gray Wagtail
TEST_02085,Jungle Babbler
TEST_02086,Forest Wagtail
TEST_02087,Indian Grey Hornbill
TEST_02088,Cattle Egret
TEST_02089,Jungle Babbler
TEST_02090,Sarus Crane
TEST_02091,Ruddy Shelduck
TEST_02092,House Crow
TEST_02093,Common Kingfisher
TEST_02094,Indian Pitta
TEST_02095,Common Rosefinch
TEST_02096,House Crow
TEST_02097,Indian Peacock
TEST_02098,Indian Peacock
TEST_02099,Gray Wagtail
TEST_02100,Indian Pitta
TEST_02101,Indian Grey Hornbill
TEST_02102,Common Rosefinch
TEST_02103,Gray Wagtail
TEST_02104,Ruddy Shelduck
TEST_02105,Sarus Crane
TEST_02106,Ruddy Shelduck
TEST_02107,Northern Lapwing
TEST_02108,Ruddy Shelduck
TEST_02109,Brown-Headed Barbet
TEST_02110,Gray Wagtail
TEST_02111,Forest Wagtail
TEST_02112,White-Breasted Waterhen
TEST_02113,Forest Wagtail
TEST_02114,Sarus Crane
TEST_02115,Gray Wagtail
TEST_02116,Hoopoe
TEST_02117,White-Breasted Kingfisher
TEST_02118,Sarus Crane
TEST_02119,Indian Roller
TEST_02120,Indian Roller
TEST_02121,Indian Roller
TEST_02122,Ruddy Shelduck
TEST_02123,Gray Wagtail
TEST_02124,Indian Grey Hornbill
TEST_02125,Indian Pitta
TEST_02126,Common Tailorbird
TEST_02127,Indian Peacock
TEST_02128,White-Breasted Kingfisher
TEST_02129,Forest Wagtail
TEST_02130,Hoopoe
TEST_02131,Cattle Egret
TEST_02132,Brown-Headed Barbet
TEST_02133,Indian Grey Hornbill
TEST_02134,Gray Wagtail
TEST_02135,Ruddy Shelduck
TEST_02136,Northern Lapwing
TEST_02137,Brown-Headed Barbet
TEST_02138,House Crow
TEST_02139,Indian Grey Hornbill
TEST_02140,Common Myna
TEST_02141,Common Myna
TEST_02142,White Wagtail
TEST_02143,Northern Lapwing
TEST_02144,Indian Pitta
TEST_02145,Common Kingfisher
TEST_02146,House Crow
TEST_02147,Indian Grey Hornbill
TEST_02148,White-Breasted Waterhen
TEST_02149,Indian Peacock
TEST_02150,House Crow
TEST_02151,Common Kingfisher
TEST_02152,Indian Roller
TEST_02153,Hoopoe
TEST_02154,Hoopoe
TEST_02155,Hoopoe
TEST_02156,Northern Lapwing
TEST_02157,Forest Wagtail
TEST_02158,Ruddy Shelduck
TEST_02159,Indian Roller
TEST_02160,Sarus Crane
TEST_02161,Red-Wattled Lapwing
TEST_02162,Brown-Headed Barbet
TEST_02163,Cattle Egret
TEST_02164,Common Myna
TEST_02165,Common Myna
TEST_02166,Common Rosefinch
TEST_02167,Rufous Treepie
TEST_02168,Indian Grey Hornbill
TEST_02169,Common Tailorbird
TEST_02170,White-Breasted Kingfisher
TEST_02171,Indian Grey Hornbill
TEST_02172,Indian Grey Hornbill
TEST_02173,White Wagtail
TEST_02174,Indian Roller
TEST_02175,Northern Lapwing
TEST_02176,Ruddy Shelduck
TEST_02177,White-Breasted Waterhen
TEST_02178,Cattle Egret
TEST_02179,Rufous Treepie
TEST_02180,Jungle Babbler
TEST_02181,Sarus Crane
TEST_02182,Common Rosefinch
TEST_02183,Indian Roller
TEST_02184,Sarus Crane
TEST_02185,Gray Wagtail
TEST_02186,Indian Grey Hornbill
TEST_02187,Ruddy Shelduck
TEST_02188,Red-Wattled Lapwing
TEST_02189,Indian Grey Hornbill
TEST_02190,Northern Lapwing
TEST_02191,Coppersmith Barbet
TEST_02192,Asian Green Bee-Eater
TEST_02193,White-Breasted Waterhen
TEST_02194,Cattle Egret
TEST_02195,Cattle Egret
TEST_02196,Jungle Babbler
TEST_02197,House Crow
TEST_02198,Common Myna
TEST_02199,White-Breasted Waterhen
TEST_02200,Coppersmith Barbet
TEST_02201,Ruddy Shelduck
TEST_02202,Common Myna
TEST_02203,Indian Grey Hornbill
TEST_02204,Indian Grey Hornbill
TEST_02205,Coppersmith Barbet
TEST_02206,Gray Wagtail
TEST_02207,Cattle Egret
TEST_02208,Common Kingfisher
TEST_02209,Gray Wagtail
TEST_02210,House Crow
TEST_02211,White Wagtail
TEST_02212,Indian Grey Hornbill
TEST_02213,White-Breasted Kingfisher
TEST_02214,Indian Peacock
TEST_02215,Common Tailorbird
TEST_02216,Indian Peacock
TEST_02217,Indian Peacock
TEST_02218,Red-Wattled Lapwing
TEST_02219,Coppersmith Barbet
TEST_02220,Jungle Babbler
TEST_02221,Forest Wagtail
TEST_02222,Ruddy Shelduck
TEST_02223,Indian Peacock
TEST_02224,White Wagtail
TEST_02225,Common Kingfisher
TEST_02226,Common Kingfisher
TEST_02227,Rufous Treepie
TEST_02228,Sarus Crane
TEST_02229,Asian Green Bee-Eater
TEST_02230,Indian Grey Hornbill
TEST_02231,Common Rosefinch
TEST_02232,Indian Roller
TEST_02233,Common Rosefinch
TEST_02234,Red-Wattled Lapwing
TEST_02235,Hoopoe
TEST_02236,White Wagtail
TEST_02237,Common Rosefinch
TEST_02238,House Crow
TEST_02239,Indian Grey Hornbill
TEST_02240,White-Breasted Waterhen
TEST_02241,White Wagtail
TEST_02242,Rufous Treepie
TEST_02243,Common Rosefinch
TEST_02244,Asian Green Bee-Eater
TEST_02245,Brown-Headed Barbet
TEST_02246,House Crow
TEST_02247,White Wagtail
TEST_02248,Forest Wagtail
TEST_02249,Common Rosefinch
TEST_02250,Gray Wagtail
TEST_02251,Indian Peacock
TEST_02252,Indian Peacock
TEST_02253,Forest Wagtail
TEST_02254,Common Tailorbird
TEST_02255,Common Kingfisher
TEST_02256,Common Rosefinch
TEST_02257,Ruddy Shelduck
TEST_02258,Common Myna
TEST_02259,Common Rosefinch
TEST_02260,Common Tailorbird
TEST_02261,Gray Wagtail
TEST_02262,Ruddy Shelduck
TEST_02263,White Wagtail
TEST_02264,Common Rosefinch
TEST_02265,White Wagtail
TEST_02266,Asian Green Bee-Eater
TEST_02267,Common Kingfisher
TEST_02268,Northern Lapwing
TEST_02269,Forest Wagtail
TEST_02270,Red-Wattled Lapwing
TEST_02271,Asian Green Bee-Eater
TEST_02272,White-Breasted Waterhen
TEST_02273,Common Tailorbird
TEST_02274,Northern Lapwing
TEST_02275,Forest Wagtail
TEST_02276,Cattle Egret
TEST_02277,Forest Wagtail
TEST_02278,Northern Lapwing
TEST_02279,Indian Roller
TEST_02280,Indian Roller
TEST_02281,Brown-Headed Barbet
TEST_02282,Northern Lapwing
TEST_02283,Asian Green Bee-Eater
TEST_02284,House Crow
TEST_02285,Sarus Crane
TEST_02286,Common Rosefinch
TEST_02287,Common Rosefinch
TEST_02288,Sarus Crane
TEST_02289,Cattle Egret
TEST_02290,Common Kingfisher
TEST_02291,Brown-Headed Barbet
TEST_02292,Brown-Headed Barbet
TEST_02293,Hoopoe
TEST_02294,Asian Green Bee-Eater
TEST_02295,Red-Wattled Lapwing
TEST_02296,Common Kingfisher
TEST_02297,Northern Lapwing
TEST_02298,Jungle Babbler
TEST_02299,Indian Roller
TEST_02300,Common Rosefinch
TEST_02301,Indian Peacock
TEST_02302,Common Rosefinch
TEST_02303,Asian Green Bee-Eater
TEST_02304,Coppersmith Barbet
TEST_02305,White-Breasted Waterhen
TEST_02306,Coppersmith Barbet
TEST_02307,Brown-Headed Barbet
TEST_02308,Common Tailorbird
TEST_02309,Common Rosefinch
TEST_02310,White-Breasted Waterhen
TEST_02311,Northern Lapwing
TEST_02312,Indian Peacock
TEST_02313,White Wagtail
TEST_02314,White Wagtail
TEST_02315,Ruddy Shelduck
TEST_02316,Indian Peacock
TEST_02317,Northern Lapwing
TEST_02318,Common Tailorbird
TEST_02319,Forest Wagtail
TEST_02320,Asian Green Bee-Eater
TEST_02321,Cattle Egret
TEST_02322,Common Myna
TEST_02323,Gray Wagtail
TEST_02324,Cattle Egret
TEST_02325,Indian Peacock
TEST_02326,Brown-Headed Barbet
TEST_02327,Asian Green Bee-Eater
TEST_02328,Jungle Babbler
TEST_02329,Common Kingfisher
TEST_02330,Jungle Babbler
TEST_02331,Brown-Headed Barbet
TEST_02332,Coppersmith Barbet
TEST_02333,White-Breasted Waterhen
TEST_02334,House Crow
TEST_02335,Ruddy Shelduck
TEST_02336,Gray Wagtail
TEST_02337,Jungle Babbler
TEST_02338,Indian Roller
TEST_02339,White-Breasted Waterhen
TEST_02340,Indian Roller
TEST_02341,Asian Green Bee-Eater
TEST_02342,Hoopoe
TEST_02343,Common Rosefinch
TEST_02344,Hoopoe
TEST_02345,Northern Lapwing
TEST_02346,Indian Pitta
TEST_02347,Jungle Babbler
TEST_02348,Coppersmith Barbet
TEST_02349,Hoopoe
TEST_02350,White-Breasted Waterhen
TEST_02351,Indian Grey Hornbill
TEST_02352,Common Myna
TEST_02353,Gray Wagtail
TEST_02354,Hoopoe
TEST_02355,Common Kingfisher
TEST_02356,Ruddy Shelduck
TEST_02357,Brown-Headed Barbet
TEST_02358,Ruddy Shelduck
TEST_02359,White Wagtail
TEST_02360,Sarus Crane
TEST_02361,House Crow
TEST_02362,Indian Grey Hornbill
TEST_02363,Asian Green Bee-Eater
TEST_02364,Gray Wagtail
TEST_02365,Common Kingfisher
TEST_02366,Common Kingfisher
TEST_02367,Forest Wagtail
TEST_02368,Common Kingfisher
TEST_02369,Indian Peacock
TEST_02370,Indian Grey Hornbill
TEST_02371,Jungle Babbler
TEST_02372,Forest Wagtail
TEST_02373,Ruddy Shelduck
TEST_02374,Indian Grey Hornbill
TEST_02375,Forest Wagtail
TEST_02376,Ruddy Shelduck
TEST_02377,Common Myna
TEST_02378,Indian Peacock
TEST_02379,Forest Wagtail
TEST_02380,Forest Wagtail
TEST_02381,Rufous Treepie
TEST_02382,Sarus Crane
TEST_02383,Asian Green Bee-Eater
TEST_02384,Gray Wagtail
TEST_02385,Indian Grey Hornbill
TEST_02386,Common Myna
TEST_02387,Asian Green Bee-Eater
TEST_02388,White Wagtail
TEST_02389,Hoopoe
TEST_02390,Forest Wagtail
TEST_02391,Common Tailorbird
TEST_02392,Ruddy Shelduck
TEST_02393,White-Breasted Kingfisher
TEST_02394,Northern Lapwing
TEST_02395,House Crow
TEST_02396,Common Tailorbird
TEST_02397,Common Rosefinch
TEST_02398,Jungle Babbler
TEST_02399,Indian Peacock
TEST_02400,Northern Lapwing
TEST_02401,Jungle Babbler
TEST_02402,Brown-Headed Barbet
TEST_02403,White Wagtail
TEST_02404,House Crow
TEST_02405,White Wagtail
TEST_02406,Forest Wagtail
TEST_02407,Ruddy Shelduck
TEST_02408,White-Breasted Waterhen
TEST_02409,Gray Wagtail
TEST_02410,Common Rosefinch
TEST_02411,Common Rosefinch
TEST_02412,House Crow
TEST_02413,Forest Wagtail
TEST_02414,Common Myna
TEST_02415,Ruddy Shelduck
TEST_02416,White-Breasted Waterhen
TEST_02417,Common Myna
TEST_02418,House Crow
TEST_02419,Asian Green Bee-Eater
TEST_02420,Hoopoe
TEST_02421,White Wagtail
TEST_02422,Common Rosefinch
TEST_02423,Ruddy Shelduck
TEST_02424,Brown-Headed Barbet
TEST_02425,Red-Wattled Lapwing
TEST_02426,Common Rosefinch
TEST_02427,Asian Green Bee-Eater
TEST_02428,Hoopoe
TEST_02429,Red-Wattled Lapwing
TEST_02430,Common Rosefinch
TEST_02431,Indian Roller
TEST_02432,Rufous Treepie
TEST_02433,Common Rosefinch
TEST_02434,House Crow
TEST_02435,Common Tailorbird
TEST_02436,Gray Wagtail
TEST_02437,White Wagtail
TEST_02438,Sarus Crane
TEST_02439,Indian Roller
TEST_02440,Indian Grey Hornbill
TEST_02441,Asian Green Bee-Eater
TEST_02442,Common Myna
TEST_02443,Asian Green Bee-Eater
TEST_02444,Brown-Headed Barbet
TEST_02445,House Crow
TEST_02446,Gray Wagtail
TEST_02447,Common Tailorbird
TEST_02448,Ruddy Shelduck
TEST_02449,Coppersmith Barbet
TEST_02450,Cattle Egret
TEST_02451,Cattle Egret
TEST_02452,Hoopoe
TEST_02453,Indian Roller
TEST_02454,Rufous Treepie
TEST_02455,Common Tailorbird
TEST_02456,White Wagtail
TEST_02457,Jungle Babbler
TEST_02458,Ruddy Shelduck
TEST_02459,Indian Peacock
TEST_02460,Common Myna
TEST_02461,Forest Wagtail
TEST_02462,Brown-Headed Barbet
TEST_02463,House Crow
TEST_02464,Northern Lapwing
TEST_02465,Cattle Egret
TEST_02466,Indian Roller
TEST_02467,White-Breasted Waterhen
TEST_02468,Common Kingfisher
TEST_02469,Gray Wagtail
TEST_02470,White-Breasted Kingfisher
TEST_02471,Hoopoe
TEST_02472,House Crow
TEST_02473,Red-Wattled Lapwing
TEST_02474,Forest Wagtail
TEST_02475,Common Kingfisher
TEST_02476,Common Myna
TEST_02477,Northern Lapwing
TEST_02478,Gray Wagtail
TEST_02479,Brown-Headed Barbet
TEST_02480,Gray Wagtail
TEST_02481,Indian Pitta
TEST_02482,Rufous Treepie
TEST_02483,Coppersmith Barbet
TEST_02484,Cattle Egret
TEST_02485,Red-Wattled Lapwing
TEST_02486,Gray Wagtail
TEST_02487,Common Tailorbird
TEST_02488,Indian Peacock
TEST_02489,Common Rosefinch
TEST_02490,Indian Peacock
TEST_02491,Jungle Babbler
TEST_02492,Forest Wagtail
TEST_02493,Common Tailorbird
TEST_02494,Ruddy Shelduck
TEST_02495,Indian Pitta
TEST_02496,Indian Roller
TEST_02497,Common Myna
TEST_02498,Hoopoe
TEST_02499,Indian Peacock
TEST_02500,Sarus Crane
TEST_02501,Brown-Headed Barbet
TEST_02502,Common Myna
TEST_02503,Forest Wagtail
TEST_02504,Gray Wagtail
TEST_02505,Rufous Treepie
TEST_02506,Brown-Headed Barbet
TEST_02507,White-Breasted Kingfisher
TEST_02508,Coppersmith Barbet
TEST_02509,Forest Wagtail
TEST_02510,Forest Wagtail
TEST_02511,Asian Green Bee-Eater
TEST_02512,Forest Wagtail
TEST_02513,Indian Roller
TEST_02514,White-Breasted Waterhen
TEST_02515,Hoopoe
TEST_02516,Cattle Egret
TEST_02517,White Wagtail
TEST_02518,White-Breasted Waterhen
TEST_02519,Indian Pitta
TEST_02520,Common Myna
TEST_02521,Cattle Egret
TEST_02522,House Crow
TEST_02523,White-Breasted Waterhen
TEST_02524,Indian Grey Hornbill
TEST_02525,Indian Grey Hornbill
TEST_02526,White-Breasted Kingfisher
TEST_02527,Indian Roller
TEST_02528,Common Tailorbird
TEST_02529,Sarus Crane
TEST_02530,Common Tailorbird
TEST_02531,Common Myna
TEST_02532,Northern Lapwing
TEST_02533,Hoopoe
TEST_02534,Red-Wattled Lapwing
TEST_02535,Ruddy Shelduck
TEST_02536,White Wagtail
TEST_02537,Asian Green Bee-Eater
TEST_02538,Ruddy Shelduck
TEST_02539,Jungle Babbler
TEST_02540,House Crow
TEST_02541,Indian Grey Hornbill
TEST_02542,Rufous Treepie
TEST_02543,Indian Roller
TEST_02544,Indian Grey Hornbill
TEST_02545,Indian Peacock
TEST_02546,House Crow
TEST_02547,Jungle Babbler
TEST_02548,Coppersmith Barbet
TEST_02549,Cattle Egret
TEST_02550,White-Breasted Kingfisher
TEST_02551,Asian Green Bee-Eater
TEST_02552,House Crow
TEST_02553,Northern Lapwing
TEST_02554,House Crow
TEST_02555,Common Myna
TEST_02556,Cattle Egret
TEST_02557,Cattle Egret
TEST_02558,Hoopoe
TEST_02559,Forest Wagtail
TEST_02560,Hoopoe
TEST_02561,House Crow
TEST_02562,Indian Grey Hornbill
TEST_02563,Common Kingfisher
TEST_02564,Forest Wagtail
TEST_02565,Ruddy Shelduck
TEST_02566,Northern Lapwing
TEST_02567,White-Breasted Waterhen
TEST_02568,Northern Lapwing
TEST_02569,Common Kingfisher
TEST_02570,Gray Wagtail
